id,name,url,test_type,duration_display,adaptive,remote_testing,languages,job_levels,description
3856,Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,P,Untimed/Variable,False,True,,Director; Executive; Manager; Mid-Professional,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment. For more information, visit: https://www.shl.com/en/identify-develop-leaders/enterprise-leadership/ ."
4287,Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,P,Untimed/Variable,False,True,,Director; Executive; Manager; Mid-Professional,"Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment. For more information, visit: https://www.shl.com/en/identify-develop-leaders/enterprise-leadership/ ."
3934,Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,"C,P",19 minutes,False,True,English (USA); English International; French (Canada); German; Italian; French; Dutch; Norwegian; Finnish; Swedish; Danish; Arabic; Chinese Simplified; Latin American Spanish,Entry-Level,"The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing "
3939,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,"C,P",19 minutes,False,True,Latin American Spanish; German; French; Chinese Simplified; Swedish; Arabic; English International; English (USA); French (Canada); Italian; Dutch; Norwegian; Finnish; Danish,Entry-Level,"The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but "
3935,Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,"C,P",14 minutes,False,True,English (USA); English International; French (Canada); Italian; Dutch; Norwegian; Finnish; Danish; Latin American Spanish; German; French; Chinese Simplified; Swedish; Arabic,Entry-Level,"The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions wh"
3936,Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,"C,P",20 minutes,False,True,French (Canada); Italian; French; Chinese Simplified; Swedish; Arabic; English (USA); English International; Latin American Spanish; German; Dutch; Norwegian; Finnish; Danish,Entry-Level,"The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly,"
3937,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,"C,P",20 minutes,False,True,German; Italian; Chinese Simplified; Finnish; Danish; English (USA); English International; Latin American Spanish; French (Canada); French; Dutch; Norwegian; Swedish; Arabic,Entry-Level,"The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products t"
3938,Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,"C,P",18 minutes,False,True,Latin American Spanish; German; Chinese Simplified; Finnish; Danish; English (USA); English International; French (Canada); Italian; French; Dutch; Norwegian; Swedish; Arabic,Entry-Level,"The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for client"
4065,ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing."
743,Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,B,Untimed,False,True,Italian; English (USA); English International; Korean,Director; Executive; Manager,Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothe
3849,Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,B,Untimed/Variable,False,True,,Director; Executive; Manager,Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothe
3899,Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,B,Untimed/Variable,False,True,,Director; Executive; Manager,Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothe
4127,ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS."
380,Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,K,3 minutes,False,True,English (USA),Entry-Level,This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab.
381,Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,K,3 minutes,False,True,English (USA),Entry-Level,"This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab."
3992,Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,K,9 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios."
4083,Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,K,9 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics."
4067,Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,K,10 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management."
382,Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,K,8 minutes,False,True,English International,Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.
383,Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,K,8 minutes,False,True,English (USA),Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.
4090,Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,K,7 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages."
4071,Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,K,6 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology."
4072,Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,K,7 minutes,False,True,English (USA),Entry-Level; Graduate; Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of front office operations.
4113,Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,K,8 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry."
4043,Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,K,8 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics."
4048,General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,K,5 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain."
4125,Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor; Supervisor; Entry-Level; Graduate,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering."
4066,Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor; Graduate,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying."
4078,GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,K,13 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of how to use GIT for version control.
4301,Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,"C,K",16 minutes,False,True,Indonesian; Italian; Swedish; Thai; Portuguese (Brazil); French (Canada); Chinese Simplified; Danish; Finnish; French; German; English International; Japanese; Korean; Latin American Spanish; Norwegian; Polish; Romanian; Spanish; Vietnamese; Chinese Traditional; Arabic; English (USA); Dutch; Portuguese; Turkish,,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person
741,Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,B,Untimed,False,True,English International,Manager; Mid-Professional; Professional Individual Contributor; Graduate,Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical 
3900,Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,B,Untimed/Variable,False,True,,Mid-Professional; Professional Individual Contributor; Manager; Graduate,Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical 
3901,Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,B,Untimed/Variable,False,True,,Graduate; Manager; Mid-Professional; Professional Individual Contributor,Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical 
4074,Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,K,5 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL)."
331,HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,K,15 minutes,True,True,English (USA),Front Line Manager; Manager,The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security a
3845,HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,"C,P",Untimed/Variable,False,True,,,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Qu"
4284,HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,"C,P",Untimed/Variable,False,True,,,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Qu"
4285,HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,C,Untimed/Variable,False,True,,,"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential."
4076,Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,K,7 minutes,False,True,English (USA),Entry-Level; Front Line Manager; Supervisor,"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks."
4080,HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,K,12 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.
4081,HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.
3999,Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,K,8 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational beh"
4169,IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,K,15 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director."
4155,IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,K,13 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc."
4005,Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,K,9 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems."
4054,Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica."
4055,Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica."
4007,Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,K,12 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems."
249,Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,K,15 minutes,True,True,English (USA),Entry-Level; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, "
333,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,K,15 minutes,True,True,English (USA),Front Line Manager; Manager,"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal C"
4102,iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones."
4040,ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,K,8 minutes,False,True,English (USA),Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of capacity management, change management and problem management."
88,Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,K,30 minutes,True,True,English (USA),Entry-Level; Mid-Professional; Professional Individual Contributor,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Develo"
4084,Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,K,18 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals."
4158,Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,K,5 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.
4056,Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,K,17 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring."
3809,Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,K,30 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Re"
4033,Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class."
3989,JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.
4086,Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,K,6 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing."
4085,Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing."
4087,jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX."
4152,Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,K,6 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes."
3990,Linux Administration (New),https://www.shl.com/products/product-catalog/view/linux-administration-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.
4299,Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,K,15 minutes,False,True,English (USA),Entry-Level; General Population; Graduate; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management."
205,Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,K,25 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revisio"
4170,Load Runner (New),https://www.shl.com/products/product-catalog/view/load-runner-new/,K,6 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis."
742,Management Scenarios,https://www.shl.com/products/product-catalog/view/management-scenarios/,B,Untimed,False,True,Italian; English International; Korean; Arabic,Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-poin"
3903,Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,B,Untimed/Variable,False,True,,Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-poin"
3902,Managerial Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,B,Untimed/Variable,False,True,,Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-poin"
3904,Managerial Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,B,Untimed/Variable,False,True,,Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-poin"
4157,Manual Testing (New),https://www.shl.com/products/product-catalog/view/manual-testing-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports."
4291,Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,"A,P",49 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor,"The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses process monitoring, mechanical comprehension and other foundational behaviors inc"
4293,Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,P,16 minutes,False,True,English (USA); German; Latin American Spanish; French; English International; Chinese Simplified; Italian; Japanese,Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor,The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment measures the behaviors that underlie safe performance in a work setting. This solution assesses foundational behaviors including behaving safely in the workplace; complying with rules and regulations; applying dom
4295,Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,P,16 minutes,False,True,English International; French; English (USA); Chinese Simplified; Italian; Japanese; Latin American Spanish; German,Mid-Professional; Professional Individual Contributor; Entry-Level; Graduate; Manager,The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses foundational behaviors including behaving safely in the workplace; applying domain-related expertise
4292,Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,"A,P",31 minutes,False,True,English (USA); English International; Italian; Japanese; Latin American Spanish; Chinese Simplified,Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor,The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses mechanical comprehension and other foundational behaviors including behaving safely in the wo
4294,Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,"A,P",34 minutes,False,True,English (USA),Entry-Level; Mid-Professional; Professional Individual Contributor; Graduate; Manager,The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses process monitoring and other foundational behaviors including behaving safely in the workpla
4008,Marketing (New),https://www.shl.com/products/product-catalog/view/marketing-new/,K,9 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management."
4089,Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins."
4006,Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,K,7 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science."
4176,Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,K,19 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems."
4058,Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,K,3 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis."
4119,Metallurgical Engineering (New),https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,K,10 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy."
3951,MFS 360 Enterprise Leadership Report,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,D,Untimed/Variable,False,True,,,"The layout of this report follows the standard MFS 360 report but this is based on the Enterprise Leadership competency model, not the UCF model. The report text has been updated as well to reflect that."
3950,MFS 360 UCF Group Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,D,Untimed/Variable,False,True,,,"This report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. The report can be generated for all participants on a project, or a dedicated group can be created in MFS for a group that includes participants across multiple projects. The re"
3949,MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,D,Untimed/Variable,False,True,,,"This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential. The report t"
